"FirstName","LastName","Jersey","TeamName","TeamAbbreviation","Club","Division","Country","Games","Assists","Goals","Callahans","Total"
"Kara","Adlington","11","Australia","AUS",,"Master Women","Australia","13","3","19","0","22"
"Rainbow","Apostol","5","Australia","AUS",,"Women","Australia","13","1","6","0","7"
"Quinette","Armstrong","37","Australia","AUS",,"Master Women","Australia","13","20","5","0","25"
"Brendan","Ashcroft","17","Australia","AUS",,"Men","Australia","14","16","15","0","31"
"Amy","Barnes","12","Australia","AUS",,"Master Women","Australia","13","12","11","0","23"
"Stephanie","Bengson","17","Australia","AUS",,"Master Women","Australia","13","6","11","0","17"
"Emma","Booth","23","Australia","AUS",,"Master Women","Australia","8","1","4","0","5"
"Tim","Booth","8","Australia","AUS",,"Master Men","Australia","11","22","6","0","28"
"Matt","Borowski","5","Australia","AUS",,"Master Men","Australia","11","3","3","0","6"
"Kellie","Browne","5","Australia","AUS",,"Master Women","Australia","13","22","20","0","42"
"Nathan","Chan","24","Australia","AUS",,"Master Men","Australia","11","6","11","0","17"
"Monica","Chang","9","Australia","AUS",,"Master Women","Australia","13","0","8","0","8"
"Michael","Chirlin","2","Australia","AUS",,"Master Men","Australia","11","18","15","0","33"
"Zac","Chodos","7","Australia","AUS",,"Men","Australia","14","10","7","0","17"
"Will","Christopherson","47","Australia","AUS",,"Master Men","Australia","11","1","4","0","5"
"Rory","Connell","58","Australia","AUS",,"Men","Australia","14","21","14","0","35"
"Gareth","Cook","32","Australia","AUS",,"Master Men","Australia","11","2","6","0","8"
"Jarod","Cowan","3","Australia","AUS",,"Mixed","Australia","12","19","1","0","20"
"Dustin","Czok","69","Australia","AUS",,"Master Men","Australia","11","0","5","0","5"
"Geri","Daube","3","Australia","AUS",,"Master Women","Australia","13","15","4","0","19"
"Tamara","Davis","0","Australia","AUS",,"Master Women","Australia","13","10","15","1","25"
"Alistair","Don","0","Australia","AUS",,"Master Men","Australia","11","13","1","0","14"
"Nick","Dousset","46","Australia","AUS",,"Men","Australia","14","10","8","0","18"
"Alby","Evans","27","Australia","AUS",,"Men","Australia","14","1","6","0","7"
"Colin","Fink","14","Australia","AUS",,"Master Men","Australia","11","0","8","0","8"
"Matthew","Finn","69","Australia","AUS",,"Mixed","Australia","12","4","11","0","15"
"Martin","Forrest","12","Australia","AUS",,"Men","Australia","14","17","4","0","21"
"Amanda","Fung","92","Australia","AUS",,"Women","Australia","13","8","6","0","14"
"Alexander","Gan","10","Australia","AUS",,"Men","Australia","14","10","22","0","32"
"Geoa","Geer","35","Australia","AUS",,"Mixed","Australia","9","3","2","0","5"
"John","Greenfield","22","Australia","AUS",,"Master Men","Australia","11","18","16","0","34"
"Sarah Faridah","Hassan","26","Australia","AUS",,"Mixed","Australia","12","2","6","0","8"
"Tim","Hayes","23","Australia","AUS",,"Mixed","Australia","12","4","17","0","21"
"Ciaran","Hudson","14","Australia","AUS",,"Men","Australia","14","4","2","0","6"
"Minh","Huynh","25","Australia","AUS",,"Master Women","Australia","13","10","4","0","14"
"Ryan","Kelly","17","Australia","AUS",,"Mixed","Australia","12","1","14","0","15"
"Christopher","Khoo","17","Australia","AUS",,"Master Men","Australia","11","6","3","0","9"
"Maria","Krumnow","14","Australia","AUS",,"Master Women","Australia","13","3","15","0","18"
"Caroline","Ma","0","Australia","AUS",,"Women","Australia","13","29","7","0","36"
"Stephanie","Maher","59","Australia","AUS",,"Mixed","Australia","12","1","2","0","3"
"Laura","Manescu","38","Australia","AUS",,"Mixed","Australia","12","10","7","0","17"
"David","McManus","13","Australia","AUS",,"Men","Australia","14","2","4","0","6"
"Lyra","Meehan","14","Australia","AUS",,"Women","Australia","13","20","11","0","31"
"Rachael Lee","Mihatsch","1","Australia","AUS",,"Mixed","Australia","12","3","4","0","7"
"Jane","Moe","90","Australia","AUS",,"Women","Australia","13","5","3","0","8"
"Hannah","Monty","99","Australia","AUS",,"Mixed","Australia","12","11","14","0","25"
"James","Moolenschot","55","Australia","AUS",,"Master Men","Australia","11","3","2","0","5"
"Sabrina","Moro","18","Australia","AUS",,"Master Women","Australia","13","14","1","0","15"
"Kristen","Mortimer","16","Australia","AUS",,"Mixed","Australia","12","2","3","0","5"
"Joel","Moskovic","23","Australia","AUS",,"Men","Australia","14","2","5","0","7"
"Alan","Murray","11","Australia","AUS",,"Master Men","Australia","11","10","19","0","29"
"Kristen","Nott","10","Australia","AUS",,"Women","Australia","13","7","4","0","11"
"Kyal","Oh","3","Australia","AUS",,"Men","Australia","14","13","11","0","24"
"Alex","Pentony Vran","98","Australia","AUS",,"Mixed","Australia","12","6","8","0","14"
"Michaela","Plein","8","Australia","AUS",,"Master Women","Australia","13","4","4","0","8"
"Mary-Jane","Rigby","35","Australia","AUS",,"Master Women","Australia","13","9","6","0","15"
"Neil","Roxburgh","3","Australia","AUS",,"Master Men","Australia","11","2","5","0","7"
"Greg","Schrader","5","Australia","AUS",,"Men","Australia","14","4","8","0","12"
"Ellie","Seckold","26","Australia","AUS",,"Master Women","Australia","13","4","7","0","11"
"Asha","Sharma","20","Australia","AUS",,"Women","Australia","13","0","1","0","1"
"Alice","Si","9","Australia","AUS",,"Women","Australia","13","5","6","0","11"
"Jasjit","Singh","9","Australia","AUS",,"Mixed","Australia","12","9","2","0","11"
"Luke","Stephens","20","Australia","AUS",,"Master Men","Australia","11","5","5","0","10"
"Ben","Sutas","19","Australia","AUS",,"Men","Australia","14","15","13","0","28"
"Robert","Swan","42","Australia","AUS",,"Mixed","Australia","12","19","2","0","21"
"Ebony","Taylor","18","Australia","AUS",,"Women","Australia","13","3","4","0","7"
"Mary","Toney","21","Australia","AUS",,"Women","Australia","13","1","8","0","9"
"Martyn","Tonkin","6","Australia","AUS",,"Mixed","Australia","12","4","5","0","9"
"Elliot","Trotter","77","Australia","AUS",,"Men","Australia","14","21","16","0","37"
"Emma","Victory","4","Australia","AUS",,"Women","Australia","13","0","3","0","3"
"Rebecca","Wallbridge","87","Australia","AUS",,"Women","Australia","13","2","5","0","7"
"Jonathon","Warren-White","54","Australia","AUS",,"Men","Australia","14","0","11","0","11"
"Shani","Webb","7","Australia","AUS",,"Women","Australia","13","10","12","0","22"
"Shayna","Wolsky","13","Australia","AUS",,"Women","Australia","13","8","16","0","24"
"Sally","Yu","2","Australia","AUS",,"Women","Australia","13","5","12","0","17"
"Anna","Becker","28","Austria","AUT",,"Women","Austria","13","0","2","0","2"
"Lisa","Capellari","11","Austria","AUT",,"Women","Austria","13","2","2","0","4"
"Veronika","Daxner","16","Austria","AUT",,"Women","Austria","13","18","3","0","21"
"Leon","Dovits","40","Austria","AUT",,"Mixed","Austria","12","11","2","0","13"
"Adrian","Ernst","48","Austria","AUT",,"Mixed","Austria","12","3","4","0","7"
"Isabel","Hagenlocher","5","Austria","AUT",,"Women","Austria","13","2","6","0","8"
"Lisa-Maria","Hanghofer","26","Austria","AUT",,"Women","Austria","13","14","5","0","19"
"Julia","Hauch","17","Austria","AUT",,"Mixed","Austria","12","1","8","0","9"
"Nina","Hintner","15","Austria","AUT",,"Mixed","Austria","12","3","13","0","16"
"Neele","Hülsmann","15","Austria","AUT",,"Women","Austria","13","3","15","0","18"
"Benjamin","Kain","69","Austria","AUT",,"Mixed","Austria","10","1","9","0","10"
"Florian","Kain","97","Austria","AUT",,"Mixed","Austria","12","7","1","0","8"
"Sandra","Kniely","4","Austria","AUT",,"Mixed","Austria","12","7","8","0","15"
"Julia","Lischka","14","Austria","AUT",,"Women","Austria","13","4","10","0","14"
"Martha","Marko","21","Austria","AUT",,"Mixed","Austria","12","2","3","0","5"
"Felix","Mehsner","93","Austria","AUT",,"Mixed","Austria","12","13","21","0","34"
"Asia","Peureux","46","Austria","AUT",,"Women","Austria","13","2","1","0","3"
"Thomas","Prevedel","25","Austria","AUT",,"Mixed","Austria","12","15","7","0","22"
"Jonathan","Prosl","22","Austria","AUT",,"Mixed","Austria","12","1","15","0","16"
"Leena","Rapottnig","42","Austria","AUT",,"Mixed","Austria","12","3","2","0","5"
"Juliette","Sanseigne","29","Austria","AUT",,"Women","Austria","13","6","7","0","13"
"Angela","Savio","7","Austria","AUT",,"Women","Austria","13","8","9","0","17"
"Julia","Schmeisser","52","Austria","AUT",,"Mixed","Austria","12","16","3","0","19"
"Caroline","Schönberger","25","Austria","AUT",,"Women","Austria","13","7","5","0","12"
"Nele","Schüttpelz","2","Austria","AUT",,"Mixed","Austria","12","2","1","0","3"
"Sophia","Sparr","33","Austria","AUT",,"Women","Austria","13","2","3","0","5"
"Tatiana","Statsenko","37","Austria","AUT",,"Women","Austria","13","1","1","0","2"
"Patrick","Zerlauth","23","Austria","AUT",,"Mixed","Austria","12","25","13","0","38"
"Pierre","Bihin","10","Belgium","BEL",,"Men","Belgium","14","22","10","0","32"
"Cédric","Bulteel","31","Belgium","BEL",,"Mixed","Belgium","12","7","5","0","12"
"Guillaume","Castelain","93","Belgium","BEL",,"Men","Belgium","10","1","1","0","2"
"Raf","Celis","89","Belgium","BEL",,"Mixed","Belgium","12","15","4","0","19"
"Rogier","Claes","77","Belgium","BEL",,"Mixed","Belgium","12","9","4","0","13"
"Pierre-Alain","de Laminne de Bex","11","Belgium","BEL",,"Men","Belgium","14","2","1","0","3"
"Nicolas","De Mesmaeker","16","Belgium","BEL",,"Men","Belgium","14","11","7","0","18"
"Noémie","Dekoninck","11","Belgium","BEL",,"Mixed","Belgium","12","6","7","0","13"
"Caroline","Diel","5","Belgium","BEL",,"Mixed","Belgium","12","6","4","0","10"
"Boris","Feron","69","Belgium","BEL",,"Mixed","Belgium","12","4","0","0","4"
"Alex","Gaban","88","Belgium","BEL",,"Mixed","Belgium","12","6","10","0","16"
"Hugues","Godefroid","51","Belgium","BEL",,"Men","Belgium","14","2","11","0","13"
"David","Gutierrez Abascal","12","Belgium","BEL",,"Men","Belgium","13","2","0","0","2"
"Mehdi","Jourani","54","Belgium","BEL",,"Men","Belgium","14","3","4","0","7"
"Marièlle","Lefèvre","13","Belgium","BEL",,"Mixed","Belgium","12","7","4","0","11"
"Juliette","Malaise","80","Belgium","BEL",,"Mixed","Belgium","12","2","6","0","8"
"Quentin","Meekers","91","Belgium","BEL",,"Men","Belgium","14","5","2","0","7"
"Max","Milan Viaene","40","Belgium","BEL",,"Men","Belgium","14","14","6","0","20"
"Victor","Ouchinsky","77","Belgium","BEL",,"Men","Belgium","14","15","7","0","22"
"Charlotte","Peeters","20","Belgium","BEL",,"Mixed","Belgium","12","6","7","0","13"
"Benoit","Spapens","8","Belgium","BEL",,"Men","Belgium","14","9","42","0","51"
"Kasia","Szeniawska","0","Belgium","BEL",,"Mixed","Belgium","12","0","10","0","10"
"Louis","Van Maele","12","Belgium","BEL",,"Mixed","Belgium","12","7","7","0","14"
"Brice","Vanhée","42","Belgium","BEL",,"Men","Belgium","14","3","3","0","6"
"Fery","Vanhemelryck","64","Belgium","BEL",,"Mixed","Belgium","12","12","6","0","18"
"Esther","Vanwijck","6","Belgium","BEL",,"Mixed","Belgium","12","2","5","0","7"
"Koen","Verpoorten","25","Belgium","BEL",,"Mixed","Belgium","12","8","17","0","25"
"Kilian","Walsh","13","Belgium","BEL",,"Men","Belgium","14","12","8","0","20"
"Merlin","Wollast","33","Belgium","BEL",,"Men","Belgium","14","33","16","1","49"
"Benjamin","Zwarts","21","Belgium","BEL",,"Men","Belgium","14","3","20","0","23"
"Alec","Arsenault","22","Canada","CAN",,"Men","Canada","13","16","32","0","48"
"Chris","Artibello","5","Canada","CAN",,"GrandMaster Men","Canada","11","5","5","0","10"
"Frédérique","Asselin","13","Canada","CAN",,"Master Mixed","Canada","13","7","4","0","11"
"Brian","Baker","28","Canada","CAN",,"GrandMaster Men","Canada","11","2","10","0","12"
"Daniel","Balzerson","2","Canada","CAN",,"Mixed","Canada","12","16","8","0","24"
"Marie-Eve","Beauchemin","16","Canada","CAN",,"Women","Canada","13","10","1","0","11"
"Anouchka","Beaudry","13","Canada","CAN",,"Women","Canada","13","13","27","0","40"
"Courtney","Benvenuti","35","Canada","CAN",,"Master Women","Canada","13","8","11","0","19"
"Daniel","Benvenuti","19","Canada","CAN",,"Master Mixed","Canada","13","16","20","0","36"
"Mathew","Berg","4","Canada","CAN",,"Master Men","Canada","11","2","10","0","12"
"Sarah","Bobak","22","Canada","CAN",,"Mixed","Canada","12","3","12","0","15"
"Matheiu","Bordeleau","5","Canada","CAN",,"Master Men","Canada","11","8","11","0","19"
"Yan","Bouchard","93","Canada","CAN",,"Master Men","Canada","11","9","1","0","10"
"Andreane","Bourgeois","72","Canada","CAN",,"Master Women","Canada","13","8","2","0","10"
"Marjolaine","Bourget","14","Canada","CAN",,"Master Mixed","Canada","13","3","11","0","14"
"Jordan","Bower","6","Canada","CAN",,"Master Mixed","Canada","13","10","11","0","21"
"Jay","Boychuk","89","Canada","CAN",,"Men","Canada","13","6","7","0","13"
"Cam","Burden","21","Canada","CAN",,"Mixed","Canada","12","19","29","1","48"
"David","Burdziuk","77","Canada","CAN",,"GrandMaster Men","Canada","11","11","7","0","18"
"Anne-Marie","Carey","91","Canada","CAN",,"Mixed","Canada","12","4","8","0","12"
"Betsy","Chan","6","Canada","CAN",,"Mixed","Canada","12","0","3","0","3"
"Michelle","Chandler","24","Canada","CAN",,"Master Women","Canada","13","12","4","0","16"
"Shawn","Chua","0","Canada","CAN",,"Master Men","Canada","11","1","8","0","9"
"Carolyn","Churchland","89","Canada","CAN",,"Master Women","Canada","11","5","31","0","36"
"Andy","Collins","33","Canada","CAN",,"Master Men","Canada","11","9","8","0","17"
"Jamie","Craig","15","Canada","CAN",,"Master Men","Canada","11","11","5","0","16"
"Félix-Antoine","Daigle","49","Canada","CAN",,"Men","Canada","13","5","5","0","10"
"Erin","Daly","23","Canada","CAN",,"Women","Canada","13","5","22","0","27"
"Hannah","Dawson","4","Canada","CAN",,"Women","Canada","13","11","6","0","17"
"Krystal","Dos Santos","1","Canada","CAN",,"Women","Canada","13","0","9","0","9"
"Luc","Drouin","4","Canada","CAN",,"GrandMaster Men","Canada","11","9","13","0","22"
"Dan","Ellenburger","32","Canada","CAN",,"Master Men","Canada","11","3","18","0","21"
"Greg","Ellis","30","Canada","CAN",,"Mixed","Canada","11","5","9","0","14"
"Hannah","Epperson","33","Canada","CAN",,"Mixed","Canada","12","1","3","0","4"
"John","Frame","11","Canada","CAN",,"GrandMaster Men","Canada","11","4","6","0","10"
"Kinley","Gee","55","Canada","CAN",,"Men","Canada","13","10","15","0","25"
"Antoine","Genest","17","Canada","CAN",,"Men","Canada","13","14","1","0","15"
"Joseph","Genest","14","Canada","CAN",,"Men","Canada","13","6","6","0","12"
"Miguel","Goderre","27","Canada","CAN",,"Men","Canada","13","6","10","0","16"
"Colin","Green","24","Canada","CAN",,"Master Men","Canada","11","4","3","0","7"
"Jesse","Greenberg","4","Canada","CAN",,"Men","Canada","13","6","2","0","8"
"Maxime","Guy","36","Canada","CAN",,"Master Mixed","Canada","13","7","16","0","23"
"Colin","Hanes","12","Canada","CAN",,"Master Men","Canada","11","2","2","0","4"
"John","Hassell","38","Canada","CAN",,"Master Men","Canada","11","21","5","0","26"
"Jacky","Hau","15","Canada","CAN",,"Mixed","Canada","12","8","5","0","13"
"Dave","Hochhalter","45","Canada","CAN",,"Men","Canada","13","32","8","0","40"
"Georg","Hofmann","66","Canada","CAN",,"GrandMaster Men","Canada","11","4","3","0","7"
"Dennis","Hummerston","2","Canada","CAN",,"GrandMaster Men","Canada","11","1","1","0","2"
"Sarah","Innes","51","Canada","CAN",,"Women","Canada","13","3","2","0","5"
"Martin","James","16","Canada","CAN",,"Men","Canada","13","3","5","0","8"
"David","Janssen","8","Canada","CAN",,"GrandMaster Men","Canada","11","15","17","0","32"
"Kate","Jardine","42","Canada","CAN",,"Master Women","Canada","12","7","11","0","18"
"Laurel","Jay","2","Canada","CAN",,"Women","Canada","12","15","3","0","18"
"Chris","Keith","13","Canada","CAN",,"GrandMaster Men","Canada","11","8","2","0","10"
"Megan","Kidston","27","Canada","CAN",,"Women","Canada","13","11","4","0","15"
"Hicham","Laaouan","69","Canada","CAN",,"GrandMaster Men","Canada","11","10","5","0","15"
"Julie","Landry","11","Canada","CAN",,"Mixed","Canada","12","2","4","0","6"
"Alexa","Lavergne","5","Canada","CAN",,"Master Women","Canada","13","3","8","0","11"
"Pierre-Yves","Lavertu","35","Canada","CAN",,"Master Mixed","Canada","13","18","7","0","25"
"Simon-Philippe","Lebel","2","Canada","CAN",,"Master Mixed","Canada","13","20","6","0","26"
"Hugo","Lefrancois","23","Canada","CAN",,"Master Men","Canada","11","3","9","0","12"
"Jennifer","Leroux","28","Canada","CAN",,"Master Women","Canada","13","25","21","0","46"
"Peter","Lewis","55","Canada","CAN",,"GrandMaster Men","Canada","11","1","2","0","3"
"Owen","Lumley","22","Canada","CAN",,"GrandMaster Men","Canada","11","7","18","0","25"
"Malissa","Lundgren","55","Canada","CAN",,"Master Women","Canada","13","37","8","0","45"
"Iain","MacKenzie","13","Canada","CAN",,"Men","Canada","13","10","11","0","21"
"Laura","Main","19","Canada","CAN",,"Master Women","Canada","13","3","16","0","19"
"Jenna","McLeod","28","Canada","CAN",,"Women","Canada","13","2","12","0","14"
"Jordan","Meron","90","Canada","CAN",,"Mixed","Canada","12","6","16","0","22"
"Josh","Meron","9","Canada","CAN",,"Mixed","Canada","12","5","3","0","8"
"Inian","Moorthy","26","Canada","CAN",,"Master Men","Canada","11","4","14","0","18"
"Jennifer","Nicholls","33","Canada","CAN",,"Master Women","Canada","13","10","4","0","14"
"Michelle","Ning","3","Canada","CAN",,"Women","Canada","12","12","2","0","14"
"Jeremy","Norden","24","Canada","CAN",,"Mixed","Canada","12","19","4","0","23"
"Justin","Norden","3","Canada","CAN",,"Mixed","Canada","12","37","6","0","43"
"Emily","Noton","66","Canada","CAN",,"Master Mixed","Canada","13","6","5","0","11"
"Kirk","Nylen","22","Canada","CAN",,"Master Men","Canada","11","16","10","0","26"
"Matt","O'Brien","90","Canada","CAN",,"Men","Canada","13","1","10","0","11"
"Megan","O'Brien","1","Canada","CAN",,"Master Women","Canada","9","1","1","0","2"
"Remi","Ojo","12","Canada","CAN",,"Men","Canada","13","2","8","0","10"
"Onalee","Orchard","65","Canada","CAN",,"Master Mixed","Canada","13","1","11","0","12"
"Nicola","Parker","77","Canada","CAN",,"Women","Canada","13","8","8","0","16"
"Jean-François","Paul","29","Canada","CAN",,"Master Mixed","Canada","13","15","13","0","28"
"Kathryn","Pohran","10","Canada","CAN",,"Women","Canada","13","4","6","0","10"
"Bev","Porter","26","Canada","CAN",,"Master Women","Canada","12","4","3","0","7"
"Andrea","Proulx","8","Canada","CAN",,"Master Mixed","Canada","13","4","10","0","14"
"Jeannette","Quach","7","Canada","CAN",,"Mixed","Canada","10","3","7","0","10"
"Naomi","Redmond","93","Canada","CAN",,"Women","Canada","13","9","5","0","14"
"Paul","Renaud","20","Canada","CAN",,"Men","Canada","13","1","4","0","5"
"Dominique","Rioux","60","Canada","CAN",,"Women","Canada","13","9","8","0","17"
"Rachel","Robichaud","44","Canada","CAN",,"Master Women","Canada","13","4","8","0","12"
"Dev","Sharma","19","Canada","CAN",,"Master Men","Canada","11","10","9","0","19"
"Allison","Short","17","Canada","CAN",,"Women","Canada","13","15","14","0","29"
"Helena","Skrotzky-Boisvert","3","Canada","CAN",,"Master Women","Canada","13","15","6","0","21"
"Tyler","Smith","0","Canada","CAN",,"Mixed","Canada","12","4","16","0","20"
"Janick","St-Cyr","15","Canada","CAN",,"Master Women","Canada","13","3","11","0","14"
"Seton","Stiebert","50","Canada","CAN",,"GrandMaster Men","Canada","11","7","11","0","18"
"Rumi","Tejpar","21","Canada","CAN",,"Men","Canada","13","22","16","0","38"
"Isabelle","Toutant","82","Canada","CAN",,"Master Mixed","Canada","13","7","11","0","18"
"Tyler","Trapp","3","Canada","CAN",,"GrandMaster Men","Canada","11","13","6","0","19"
"Catherine","Viau","31","Canada","CAN",,"Master Mixed","Canada","13","1","0","0","1"
"Chris","Welsh","72","Canada","CAN",,"Master Mixed","Canada","13","14","4","0","18"
"Dan","Yanke","9","Canada","CAN",,"Master Men","Canada","11","16","6","0","22"
"Colin","Yeung","3","Canada","CAN",,"Master Mixed","Canada","13","6","6","0","12"
"Mark","Zimmerl","17","Canada","CAN",,"GrandMaster Men","Canada","11","16","7","0","23"
"Catalina","Alfonso","78","Colombia","COL",,"Master Mixed","Colombia","13","2","1","0","3"
"Felipe","Campos","7","Colombia","COL",,"Master Mixed","Colombia","13","2","12","0","14"
"Juan","Campos","4","Colombia","COL",,"Master Mixed","Colombia","13","1","3","0","4"
"Ivan","Carrillo","14","Colombia","COL",,"Master Mixed","Colombia","13","6","17","0","23"
"Veronica","Delgado","10","Colombia","COL",,"Master Mixed","Colombia","13","0","3","0","3"
"Alicia","Medina","13","Colombia","COL",,"Master Mixed","Colombia","13","4","6","0","10"
"Francisco","Mogollon","69","Colombia","COL",,"Master Mixed","Colombia","13","5","4","0","9"
"David","Naville","67","Colombia","COL",,"Master Mixed","Colombia","13","16","7","0","23"
"Alejandro","Obregon","32","Colombia","COL",,"Master Mixed","Colombia","13","21","6","0","27"
"Alejandra","Ospina","5","Colombia","COL",,"Master Mixed","Colombia","13","0","4","0","4"
"Alvaro","Ramirez","16","Colombia","COL",,"Master Mixed","Colombia","13","8","7","0","15"
"Pilar","Ramirez","99","Colombia","COL",,"Master Mixed","Colombia","13","1","1","0","2"
"Angie","Seba","8","Colombia","COL",,"Master Mixed","Colombia","13","1","8","0","9"
"Pedro","Torres","77","Colombia","COL",,"Master Mixed","Colombia","13","16","4","0","20"
"Georg","Anegg","14","Currier Island","CUR",,"Men","Currier Island","14","7","1","0","8"
"Roberto","Arroyo","13","Currier Island","CUR",,"Men","Currier Island","14","5","15","0","20"
"Brendan","Awerbuch","1","Currier Island","CUR",,"Men","Currier Island","14","8","5","0","13"
"Alyne","Azucena","45","Currier Island","CUR",,"Mixed","Currier Island","12","3","6","0","9"
"Chandrachud","Basavaraj","21","Currier Island","CUR",,"Master Mixed","Currier Island","13","1","10","0","11"
"Eran","Brandeis","14","Currier Island","CUR",,"Mixed","Currier Island","12","7","2","0","9"
"Thybaud","Brazeau","26","Currier Island","CUR",,"Men","Currier Island","14","11","9","0","20"
"Sean","Carroll","20","Currier Island","CUR",,"Men","Currier Island","14","3","3","0","6"
"Laura","Chambers","2","Currier Island","CUR",,"Master Women","Currier Island","13","6","3","1","9"
"Shumon","Chattopadhyay","49","Currier Island","CUR",,"Men","Currier Island","14","2","3","0","5"
"Pierrick","Chevreuil","37","Currier Island","CUR",,"Mixed","Currier Island","12","15","8","0","23"
"Shi-Min","Chin","33","Currier Island","CUR",,"Master Women","Currier Island","13","6","2","0","8"
"Jen","Clark","2","Currier Island","CUR",,"Master Mixed","Currier Island","12","4","3","0","7"
"Mary Ann","Clarke","3","Currier Island","CUR",,"Master Women","Currier Island","13","9","3","0","12"
"Eike","Cramer","73","Currier Island","CUR",,"Mixed","Currier Island","12","7","5","0","12"
"Houcine","Dassouli","28","Currier Island","CUR",,"Men","Currier Island","14","14","2","0","16"
"David","Del Rio","72","Currier Island","CUR",,"Men","Currier Island","14","2","8","0","10"
"Joao","Duarte","8","Currier Island","CUR",,"Men","Currier Island","14","0","6","0","6"
"Amanda June Allen","Dunn","10","Currier Island","CUR",,"Master Women","Currier Island","13","3","3","0","6"
"Editha","Ehrmanntraut","4","Currier Island","CUR",,"Mixed","Currier Island","12","3","1","0","4"
"Natalia","Garcia","9","Currier Island","CUR",,"Master Women","Currier Island","13","4","4","0","8"
"Magnus","Grøtterud","21","Currier Island","CUR",,"Mixed","Currier Island","12","12","7","0","19"
"Anna Theresa","Hägg","20","Currier Island","CUR",,"Mixed","Currier Island","12","2","3","0","5"
"Tracy","Hannigan","21","Currier Island","CUR",,"Master Women","Currier Island","13","1","1","0","2"
"Jess","Hansen","73","Currier Island","CUR",,"Master Mixed","Currier Island","13","4","2","0","6"
"Sam","Harvey","37","Currier Island","CUR",,"Master Mixed","Currier Island","13","15","2","0","17"
"Kerstin","Heinrich","5","Currier Island","CUR",,"Master Women","Currier Island","13","1","0","0","1"
"Andreas","Holmgren","10","Currier Island","CUR",,"Men","Currier Island","14","0","2","0","2"
"Caroline","Homer","27","Currier Island","CUR",,"Master Mixed","Currier Island","13","4","3","0","7"
"François-Xavier","Hotte","8","Currier Island","CUR",,"Mixed","Currier Island","12","7","10","0","17"
"Julie","Jee","33","Currier Island","CUR",,"Master Mixed","Currier Island","13","4","11","0","15"
"Evgenij","Lebedev","23","Currier Island","CUR",,"Mixed","Currier Island","12","3","8","0","11"
"Lina","Lee","5","Currier Island","CUR",,"Mixed","Currier Island","12","6","6","0","12"
"Kyna","Leong","29","Currier Island","CUR",,"Master Women","Currier Island","13","1","10","0","11"
"Vanessa","Mann","12","Currier Island","CUR",,"Master Women","Currier Island","13","2","1","0","3"
"Yevgenia","Minakova","31","Currier Island","CUR",,"Master Mixed","Currier Island","13","7","5","0","12"
"Diana","Mukhametgalina","22","Currier Island","CUR",,"Master Women","Currier Island","13","1","5","0","6"
"Steven","Naji","36","Currier Island","CUR",,"Mixed","Currier Island","11","5","2","0","7"
"Alexandra","Nelson","11","Currier Island","CUR",,"Master Mixed","Currier Island","13","4","11","0","15"
"Ingrid","Nygaard","7","Currier Island","CUR",,"Master Women","Currier Island","13","2","2","0","4"
"Marcus","Ohman","0","Currier Island","CUR",,"Master Mixed","Currier Island","13","13","1","0","14"
"Jon","Pressimone","63","Currier Island","CUR",,"Men","Currier Island","14","13","7","0","20"
"Kirsten","Querbach","19","Currier Island","CUR",,"Master Women","Currier Island","13","2","15","0","17"
"Pal","Saevig","34","Currier Island","CUR",,"Master Mixed","Currier Island","13","1","19","0","20"
"Robin","Sasseville","84","Currier Island","CUR",,"Master Women","Currier Island","13","4","8","0","12"
"Brian","Sauro","13","Currier Island","CUR",,"Master Mixed","Currier Island","13","4","0","0","4"
"Jim","Scott","66","Currier Island","CUR",,"Master Mixed","Currier Island","13","13","2","0","15"
"Fred","Shi","76","Currier Island","CUR",,"Mixed","Currier Island","12","0","0","0","0"
"Rebecca","Smith","17","Currier Island","CUR",,"Master Women","Currier Island","13","8","1","0","9"
"Callum","Spiers","38","Currier Island","CUR",,"Men","Currier Island","14","4","7","0","11"
"Aslak","Strønen","9","Currier Island","CUR",,"Master Mixed","Currier Island","13","4","3","0","7"
"Luke","Sturgess","22","Currier Island","CUR",,"Men","Currier Island","14","7","7","0","14"
"Chiraag","Sukerkar","4","Currier Island","CUR",,"Men","Currier Island","14","2","4","0","6"
"Caroline","Tamas","29","Currier Island","CUR",,"Mixed","Currier Island","12","2","6","0","8"
"Helen","Tera","27","Currier Island","CUR",,"Mixed","Currier Island","12","1","14","0","15"
"Audrey","Thientosapol","77","Currier Island","CUR",,"Master Mixed","Currier Island","13","0","9","0","9"
"Leah","Tsinajinnie","16","Currier Island","CUR",,"Mixed","Currier Island","12","6","1","0","7"
"Sarah","Tulin","8","Currier Island","CUR",,"Master Mixed","Currier Island","13","3","0","0","3"
"Suzanne","Wavroch","4","Currier Island","CUR",,"Master Women","Currier Island","13","8","1","0","9"
"Sebastian","Zier","25","Currier Island","CUR",,"Men","Currier Island","14","5","4","0","9"
"Zuzana","Bělinová","13","Czech Republic","CZE",,"Women","Czech Republic","13","1","16","0","17"
"Katka","Čermáková","25","Czech Republic","CZE",,"Mixed","Czech Republic","12","1","5","0","6"
"František","Fencl","9","Czech Republic","CZE",,"Master Men","Czech Republic","12","9","13","0","22"
"Dalimil","Fišar","29","Czech Republic","CZE",,"Mixed","Czech Republic","12","5","3","0","8"
"Tadeáš","Grym","33","Czech Republic","CZE",,"Mixed","Czech Republic","12","6","4","0","10"
